LossDelta	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
5.1457825	3.9386579990386963	0	-226.5956944997702	42.16896955077419	-158.21797247870802	-329.50332149236544	151.0	0.0	5134	5134
1.6646271	5.685025930404663	1	-231.35289141667062	39.56852962381567	-152.64474685638382	-306.0457436581902	151.0	0.0	5134	10268
1.7113953	7.2442710399627686	2	-233.58829648532887	35.434324443061236	-158.38746892633424	-300.6498540185479	151.0	0.0	5134	15402
1.3569794	8.776381015777588	3	-233.24533660786003	32.66595866370043	-183.3260765499114	-303.5400247999712	151.0	0.0	5134	20536
1.0631104	10.291033029556274	4	-238.35062728248292	49.757194859595934	-130.00976895632166	-409.6855087282122	151.0	0.0	5134	25670
0.71338654	11.79436206817627	5	-220.35134719314462	37.30966975446119	-168.05767216910868	-319.5700665414229	151.0	0.0	5134	30804
0.6184082	13.302170991897583	6	-244.66124758570524	50.077075897226166	-141.8559211831191	-381.7746567926614	151.0	0.0	5134	35938
0.72080994	14.803888082504272	7	-223.36428597340048	35.919750594929084	-160.1160408686565	-326.6509925868651	151.0	0.0	5134	41072
0.78671265	16.29840874671936	8	-231.4591334832472	41.530204322668716	-143.57198042897906	-318.4855497537735	151.0	0.0	5134	46206
0.50174713	17.810187816619873	9	-212.00804977623673	37.288914534289134	-138.0293364894839	-287.7856298291181	151.0	0.0	5134	51340
0.37392426	19.312647104263306	10	-203.3708303932065	44.16160331552492	-123.45298928515581	-285.9929780206072	151.0	0.0	5134	56474
0.55760956	20.815859079360962	11	-207.39698831438545	43.90112441581666	-140.61283751613524	-331.5734289642725	151.0	0.0	5134	61608
0.17615128	22.324949979782104	12	-182.08404635650638	44.41820123976279	-85.81413467417656	-258.92867497133153	151.0	0.0	5134	66742
0.1383934	23.870877027511597	13	-166.3313046576622	29.70759617840724	-95.79451349712976	-249.92288637156852	151.0	0.0	5134	71876
0.06280279	25.44985580444336	14	-177.77696364330745	39.25402832004635	-90.3244859612363	-300.8796414990984	151.0	0.0	5134	77010
0.038921356	27.014811038970947	15	-172.85242424583492	41.74874088804627	-97.10223000039241	-314.0090825042721	151.0	0.0	5134	82144
0.08176041	28.589230060577393	16	-158.6961267258406	40.22446965754467	-83.22315610812069	-271.66910857806937	151.0	0.0	5134	87278
0.024265766	30.241074085235596	17	-171.3366073637921	31.671615857135507	-116.6160396462867	-229.29874158029128	151.0	0.0	5134	92412
0.043377876	31.854264974594116	18	-179.54301473109933	35.46871454123267	-84.23886853826906	-258.71619139717154	151.0	0.0	5134	97546
0.09225464	33.396806955337524	19	-154.37009258371103	38.50083518888056	-86.72649250065078	-252.83262645417472	151.0	0.0	5134	102680
0.0429821	34.9387469291687	20	-159.2135631905	42.716904692851344	-52.513846293104244	-296.9291941934167	151.0	0.0	5134	107814
0.029819489	36.545506954193115	21	-158.95705448591684	36.53488083147633	-97.5212780760726	-245.30226059879354	151.0	0.0	5134	112948
0.027809143	38.11220693588257	22	-148.3757150423729	31.333804786551088	-76.69182598031303	-211.05706054877655	151.0	0.0	5134	118082
0.02047348	39.69718909263611	23	-151.67576387837482	39.16406494761923	-85.00954040860331	-256.47885399001507	151.0	0.0	5134	123216
0.019039154	41.33260798454285	24	-145.50303628007873	51.29385180268477	-75.43399672853575	-311.4410453828235	151.0	0.0	5134	128350
0.020412445	43.43166494369507	25	-133.014901990983	37.639406572156794	-59.60598165881997	-228.80518438763	151.0	0.0	5134	133484
0.027147293	44.946248054504395	26	-141.3781141377474	35.694572047311276	-44.4266416831348	-201.38195627420424	151.0	0.0	5134	138618
0.0054626465	46.463299036026	27	-128.3662474102408	32.86910247892434	-61.928673818783594	-203.0280659616746	151.0	0.0	5134	143752
0.023763657	47.97613191604614	28	-141.77529531363217	38.31985710636366	-86.2448904400383	-255.72531070681936	151.0	0.0	5134	148886
0.023569107	49.48021388053894	29	-138.5505782877449	35.15793031656905	-47.18581505058978	-213.93457646950165	151.0	0.0	5134	154020
