LossDelta	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.042772293	1.1094698905944824	0	21.930131004366814	11.973931308772599	106.0	9.0	21.930131004366814	11.973931308772599	5022	5022
0.02312851	1.9541749954223633	1	21.57758620689655	11.579672187359463	89.0	8.0	21.57758620689655	11.579672187359463	5006	10028
0.0029888153	2.7956669330596924	2	23.369158878504674	11.639410262342823	72.0	9.0	23.369158878504674	11.639410262342823	5001	15029
0.015100479	3.65342378616333	3	25.6734693877551	12.813637115456872	96.0	9.0	25.6734693877551	12.813637115456872	5032	20061
0.071416855	4.508460760116577	4	29.982035928143713	19.696643397402962	115.0	9.0	29.982035928143713	19.696643397402962	5007	25068
0.023082733	5.460079908370972	5	32.329032258064515	22.569208163513217	151.0	9.0	32.329032258064515	22.569208163513217	5011	30079
0.053609848	6.40290904045105	6	34.10204081632653	21.520354134947965	137.0	9.0	34.10204081632653	21.520354134947965	5013	35092
0.052230835	7.352864980697632	7	39.59842519685039	24.39835409529432	131.0	11.0	39.59842519685039	24.39835409529432	5029	40121
0.05317688	8.301027774810791	8	42.26890756302521	27.240200606065336	135.0	10.0	42.26890756302521	27.240200606065336	5030	45151
0.035453796	9.163212776184082	9	42.134453781512605	25.62329703125782	175.0	10.0	42.134453781512605	25.62329703125782	5014	50165
0.07622528	9.975306034088135	10	46.97196261682243	24.547667892324792	142.0	14.0	46.97196261682243	24.547667892324792	5026	55191
0.047405243	10.759045839309692	11	48.62135922330097	32.696342393599664	200.0	12.0	48.62135922330097	32.696342393599664	5008	60199
0.019691467	11.573246955871582	12	54.763440860215056	32.09609156169681	168.0	12.0	54.763440860215056	32.09609156169681	5093	65292
0.01581955	12.41811990737915	13	52.123711340206185	30.316970760992284	144.0	14.0	52.123711340206185	30.316970760992284	5056	70348
0.07223892	13.215760946273804	14	65.2948717948718	41.19251518218869	200.0	10.0	65.2948717948718	41.19251518218869	5093	75441
0.041282654	14.017969846725464	15	63.75949367088607	34.19682981452936	174.0	17.0	63.75949367088607	34.19682981452936	5037	80478
0.08943558	14.802057027816772	16	65.1038961038961	42.07216571175672	200.0	18.0	65.1038961038961	42.07216571175672	5013	85491
0.06952667	15.606109857559204	17	70.01388888888889	40.0473653785793	176.0	17.0	70.01388888888889	40.0473653785793	5041	90532
0.13296127	16.415276050567627	18	75.63235294117646	43.6991399874201	189.0	22.0	75.63235294117646	43.6991399874201	5143	95675
0.020881653	17.24219799041748	19	82.88524590163935	49.17319620422829	200.0	15.0	82.88524590163935	49.17319620422829	5056	100731
0.026256561	18.046032905578613	20	78.38461538461539	40.070204663504626	200.0	25.0	78.38461538461539	40.070204663504626	5095	105826
0.044929504	18.871298789978027	21	93.12962962962963	46.62420540333589	200.0	28.0	93.12962962962963	46.62420540333589	5029	110855
0.028663635	19.665372848510742	22	95.39622641509433	50.16062487297033	200.0	24.0	95.39622641509433	50.16062487297033	5056	115911
0.075027466	20.489627838134766	23	98.52941176470588	48.291335211575216	200.0	30.0	98.52941176470588	48.291335211575216	5025	120936
0.012931824	21.299514770507812	24	104.53061224489795	47.38815060743037	200.0	27.0	104.53061224489795	47.38815060743037	5122	126058
0.047676086	22.12689208984375	25	118.23255813953489	46.541223142451436	200.0	22.0	118.23255813953489	46.541223142451436	5084	131142
0.014442444	22.968485832214355	26	122.83333333333333	52.41678968870414	200.0	14.0	122.83333333333333	52.41678968870414	5159	136301
0.08465576	23.762370824813843	27	125.875	50.233548301906765	200.0	28.0	125.875	50.233548301906765	5035	141336
0.040374756	24.547318935394287	28	122.2439024390244	43.439770744468085	200.0	32.0	122.2439024390244	43.439770744468085	5012	146348
0.0033416748	25.364187955856323	29	138.8918918918919	44.83168750480907	200.0	34.0	138.8918918918919	44.83168750480907	5139	151487
0.0759964	26.161585807800293	30	132.81578947368422	52.93633478213433	200.0	20.0	132.81578947368422	52.93633478213433	5047	156534
0.013626099	26.963462829589844	31	144.31428571428572	46.5935442668503	200.0	34.0	144.31428571428572	46.5935442668503	5051	161585
0.023399353	27.774500846862793	32	136.9189189189189	42.72057443331426	200.0	32.0	136.9189189189189	42.72057443331426	5066	166651
0.0067596436	28.589903831481934	33	135.39473684210526	44.93828485805149	200.0	21.0	135.39473684210526	44.93828485805149	5145	171796
0.057884216	29.396908044815063	34	153.84848484848484	47.136887191115534	200.0	31.0	153.84848484848484	47.136887191115534	5077	176873
0.029678345	30.262727975845337	35	162.46875	39.49919649103637	200.0	74.0	162.46875	39.49919649103637	5199	182072
0.03842926	31.05186891555786	36	152.1818181818182	46.62581840728117	200.0	45.0	152.1818181818182	46.62581840728117	5022	187094
0.051948547	31.88838291168213	37	165.51612903225808	38.68972604121979	200.0	71.0	165.51612903225808	38.68972604121979	5131	192225
0.024154663	32.70822882652283	38	148.17142857142858	52.54086067829805	200.0	18.0	148.17142857142858	52.54086067829805	5186	197411
-0.0069274902	33.49143981933594	39	151.72727272727272	47.841450727517646	200.0	53.0	151.72727272727272	47.841450727517646	5007	202418
0.019599915	34.30432105064392	40	165.38709677419354	41.87822393509993	200.0	76.0	165.38709677419354	41.87822393509993	5127	207545
-0.03514862	35.128631830215454	41	157.12121212121212	51.473298506476375	200.0	36.0	157.12121212121212	51.473298506476375	5185	212730
0.04385376	35.923330783843994	42	163.4516129032258	42.04363225897086	200.0	87.0	163.4516129032258	42.04363225897086	5067	217797
0.048316956	36.77886700630188	43	178.86206896551724	35.81920515293922	200.0	87.0	178.86206896551724	35.81920515293922	5187	222984
