LossDelta	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.06460571	0.5574772357940674	0	21.270833333333332	8.403222554803339	43.0	10.0	21.270833333333332	8.403222554803339	1021	1021
0.087207794	0.7778689861297607	1	25.25	14.492670561356178	74.0	11.0	25.25	14.492670561356178	1010	2031
0.13417053	1.0097362995147705	2	27.16216216216216	10.510004277813087	49.0	10.0	27.16216216216216	10.510004277813087	1005	3036
0.003932953	1.2069361209869385	3	27.18918918918919	14.58032335280379	70.0	11.0	27.18918918918919	14.58032335280379	1006	4042
0.025907516	1.421424150466919	4	23.976190476190474	13.920673381424129	71.0	10.0	23.976190476190474	13.920673381424129	1007	5049
0.03114891	1.6080381870269775	5	30.176470588235293	21.076151267466624	86.0	9.0	30.176470588235293	21.076151267466624	1026	6075
0.047296524	1.8049583435058594	6	29.5	16.675536855278892	93.0	12.0	29.5	16.675536855278892	1003	7078
0.087934494	2.044356107711792	7	31.34375	17.46891770939173	79.0	9.0	31.34375	17.46891770939173	1003	8081
-0.047136307	2.222583055496216	8	31.375	15.979967928628643	67.0	10.0	31.375	15.979967928628643	1004	9085
0.062343597	2.42425799369812	9	32.70967741935484	20.87627693353437	89.0	11.0	32.70967741935484	20.87627693353437	1014	10099
0.036563873	2.6319921016693115	10	33.7	18.912341649480286	82.0	12.0	33.7	18.912341649480286	1011	11110
0.028301239	2.833574056625366	11	39.07692307692308	21.02182579518995	96.0	11.0	39.07692307692308	21.02182579518995	1016	12126
0.044197083	3.0144569873809814	12	40.2	24.489997958350266	125.0	14.0	40.2	24.489997958350266	1005	13131
0.101451874	3.2224462032318115	13	51.3	24.043918149918913	104.0	14.0	51.3	24.043918149918913	1026	14157
-0.0025558472	3.4630331993103027	14	36.17857142857143	19.49185465673248	81.0	13.0	36.17857142857143	19.49185465673248	1013	15170
0.025028229	3.703817129135132	15	40.6	20.204949888579282	87.0	15.0	40.6	20.204949888579282	1015	16185
0.03155136	3.9127211570739746	16	44.82608695652174	24.838000644022024	103.0	18.0	44.82608695652174	24.838000644022024	1031	17216
0.0025253296	4.17328405380249	17	48.76190476190476	16.826579772730778	74.0	20.0	48.76190476190476	16.826579772730778	1024	18240
0.023620605	4.374603033065796	18	43.36	18.36274489285303	85.0	16.0	43.36	18.36274489285303	1084	19324
0.091228485	4.590975999832153	19	58.72222222222222	35.84969480042962	150.0	17.0	58.72222222222222	35.84969480042962	1057	20381
-0.033664703	4.7730512619018555	20	55.26315789473684	25.95916247384515	125.0	19.0	55.26315789473684	25.95916247384515	1050	21431
0.05632019	4.961457252502441	21	59.11764705882353	40.63450048613598	200.0	21.0	59.11764705882353	40.63450048613598	1005	22436
0.060523987	5.201457262039185	22	57.44444444444444	30.251211586796583	141.0	13.0	57.44444444444444	30.251211586796583	1034	23470
0.05372238	5.51032018661499	23	55.31578947368421	22.669368694525	112.0	19.0	55.31578947368421	22.669368694525	1051	24521
0.035591125	5.821696996688843	24	62.76470588235294	28.636729627124396	126.0	27.0	62.76470588235294	28.636729627124396	1067	25588
0.00712204	6.095903158187866	25	59.05	43.131745849200215	200.0	17.0	59.05	43.131745849200215	1181	26769
0.049671173	6.346036911010742	26	77.6923076923077	36.966480899041116	154.0	21.0	77.6923076923077	36.966480899041116	1010	27779
0.09750366	6.627741098403931	27	72.71428571428571	51.338413036061255	200.0	15.0	72.71428571428571	51.338413036061255	1018	28797
0.06060791	6.898104190826416	28	72.14285714285714	38.05420409073867	136.0	15.0	72.14285714285714	38.05420409073867	1010	29807
0.1842804	7.297966003417969	29	99.18181818181819	53.685647619550785	194.0	13.0	99.18181818181819	53.685647619550785	1091	30898
-0.033332825	7.551589250564575	30	84.75	45.73314808028563	200.0	20.0	84.75	45.73314808028563	1017	31915
0.06969452	7.746815204620361	31	95.36363636363636	42.52757977268768	163.0	42.0	95.36363636363636	42.52757977268768	1049	32964
0.08707428	7.9452900886535645	32	94.9090909090909	49.28295767661851	200.0	22.0	94.9090909090909	49.28295767661851	1044	34008
0.08341217	8.211082935333252	33	90.25	43.6045200256426	200.0	36.0	90.25	43.6045200256426	1083	35091
0.106414795	8.422365188598633	34	91.36363636363636	34.41794650066029	138.0	28.0	91.36363636363636	34.41794650066029	1005	36096
0.03883362	8.642271995544434	35	104.3	34.93150440504961	170.0	57.0	104.3	34.93150440504961	1043	37139
0.039848328	8.840532302856445	36	103.7	54.53815178386594	200.0	37.0	103.7	54.53815178386594	1037	38176
0.08834839	9.026533126831055	37	126.125	48.006347236589455	200.0	49.0	126.125	48.006347236589455	1009	39185
0.0513916	9.266078233718872	38	146.42857142857142	29.407759631271	200.0	122.0	146.42857142857142	29.407759631271	1025	40210
-0.112701416	9.476178169250488	39	113.7	57.1210118957989	200.0	23.0	113.7	57.1210118957989	1137	41347
0.23176575	9.7228422164917	40	138.125	58.82056931890408	200.0	49.0	138.125	58.82056931890408	1105	42452
0.12145996	10.002424001693726	41	158.71428571428572	31.0976080187817	200.0	118.0	158.71428571428572	31.0976080187817	1111	43563
0.07039642	10.213107109069824	42	136.25	57.92398035356341	200.0	25.0	136.25	57.92398035356341	1090	44653
-0.11919403	10.447611093521118	43	147.0	51.255661708174806	200.0	62.0	147.0	51.255661708174806	1029	45682
0.15155792	10.657319068908691	44	174.5	32.10269978262472	200.0	129.0	174.5	32.10269978262472	1047	46729
-0.090164185	10.865888118743896	45	150.42857142857142	61.902820482377614	200.0	41.0	150.42857142857142	61.902820482377614	1053	47782
