LossDelta	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.07965469	1.1275322437286377	0	22.506726457399104	11.283890638367042	73.0	8.0	22.506726457399104	11.283890638367042	5019	5019
0.055653572	1.9501378536224365	1	21.978070175438596	11.049904808448677	77.0	8.0	21.978070175438596	11.049904808448677	5011	10030
0.07184696	2.768528938293457	2	24.58823529411765	13.472086567924668	83.0	9.0	24.58823529411765	13.472086567924668	5016	15046
0.09182453	3.69690203666687	3	29.01156069364162	16.728359651782355	106.0	10.0	29.01156069364162	16.728359651782355	5019	20065
0.07156372	4.608761310577393	4	30.293413173652695	18.084403369657323	104.0	9.0	30.293413173652695	18.084403369657323	5059	25124
0.07705212	5.508169174194336	5	32.19230769230769	21.828326510850523	154.0	9.0	32.19230769230769	21.828326510850523	5022	30146
0.06284714	6.357334136962891	6	39.35658914728682	27.549194461868876	162.0	9.0	39.35658914728682	27.549194461868876	5077	35223
0.06473923	7.19617486000061	7	40.096	21.661550821674794	125.0	9.0	40.096	21.661550821674794	5012	40235
0.04704666	8.066785097122192	8	42.47457627118644	25.35266905495917	135.0	9.0	42.47457627118644	25.35266905495917	5012	45247
0.043611526	8.900758028030396	9	44.52212389380531	26.97461846823369	159.0	11.0	44.52212389380531	26.97461846823369	5031	50278
0.058979034	9.795392036437988	10	49.911764705882355	26.893071832204065	151.0	11.0	49.911764705882355	26.893071832204065	5091	55369
0.0621109	10.805799961090088	11	50.29	28.483432026355253	165.0	12.0	50.29	28.483432026355253	5029	60398
0.032484055	11.791117191314697	12	56.53932584269663	30.91672620275429	164.0	16.0	56.53932584269663	30.91672620275429	5032	65430
0.04377365	12.745524168014526	13	54.17204301075269	29.063750342964177	200.0	16.0	54.17204301075269	29.063750342964177	5038	70468
0.03168869	13.78556203842163	14	54.58695652173913	29.31320824634796	183.0	12.0	54.58695652173913	29.31320824634796	5022	75490
0.049173355	14.686244010925293	15	66.98666666666666	29.741774586523174	139.0	17.0	66.98666666666666	29.741774586523174	5024	80514
0.052705765	15.488156080245972	16	69.68055555555556	34.78218988253459	159.0	20.0	69.68055555555556	34.78218988253459	5017	85531
0.029514313	16.321529865264893	17	66.3157894736842	30.161063487425654	144.0	16.0	66.3157894736842	30.161063487425654	5040	90571
0.041578293	17.225686073303223	18	77.96969696969697	39.6224491376511	200.0	20.0	77.96969696969697	39.6224491376511	5146	95717
0.045211792	18.023802995681763	19	77.18461538461538	34.13272389125554	199.0	22.0	77.18461538461538	34.13272389125554	5017	100734
0.043527603	18.86206293106079	20	78.375	38.88785960939481	200.0	23.0	78.375	38.88785960939481	5016	105750
0.0650444	19.709089040756226	21	88.71929824561404	47.74264134938821	200.0	16.0	88.71929824561404	47.74264134938821	5057	110807
0.0836525	20.550384044647217	22	96.4423076923077	48.31762437707163	200.0	16.0	96.4423076923077	48.31762437707163	5015	115822
0.12351227	21.44279193878174	23	104.35416666666667	53.159935408528185	200.0	20.0	104.35416666666667	53.159935408528185	5009	120831
0.092853546	22.383071184158325	24	102.96	52.13634432907624	200.0	30.0	102.96	52.13634432907624	5148	125979
0.028381348	23.192357063293457	25	112.06521739130434	51.78861809397095	200.0	25.0	112.06521739130434	51.78861809397095	5155	131134
0.038970947	24.060408115386963	26	111.15555555555555	54.02549009723941	200.0	24.0	111.15555555555555	54.02549009723941	5002	136136
0.041942596	24.89284896850586	27	135.9189189189189	46.81786352213447	200.0	53.0	135.9189189189189	46.81786352213447	5029	141165
0.00888443	25.760308980941772	28	127.025	50.58828298133867	200.0	30.0	127.025	50.58828298133867	5081	146246
0.020793915	26.618534088134766	29	142.25	48.479878414772365	200.0	47.0	142.25	48.479878414772365	5121	151367
0.029380798	27.395403146743774	30	143.97142857142856	50.658230590207275	200.0	31.0	143.97142857142856	50.658230590207275	5039	156406
0.046714783	28.181210041046143	31	150.55882352941177	41.4034604808872	200.0	55.0	150.55882352941177	41.4034604808872	5119	161525
0.03968048	28.964376211166382	32	149.02941176470588	53.41154606070822	200.0	25.0	149.02941176470588	53.41154606070822	5067	166592
0.045326233	29.734326124191284	33	156.3125	45.21022941492335	200.0	67.0	156.3125	45.21022941492335	5002	171594
0.03538513	30.644097089767456	34	161.5483870967742	41.586938636313185	200.0	31.0	161.5483870967742	41.586938636313185	5008	176602
0.032844543	31.42917513847351	35	180.75	30.933829147299008	200.0	105.0	180.75	30.933829147299008	5061	181663
0.07135391	32.23114085197449	36	176.72413793103448	43.54854330809283	200.0	31.0	176.72413793103448	43.54854330809283	5125	186788
0.025753021	33.13678216934204	37	179.10344827586206	33.56963409000729	200.0	90.0	179.10344827586206	33.56963409000729	5194	191982
0.022064209	34.04890823364258	38	174.44827586206895	37.622064515476275	200.0	52.0	174.44827586206895	37.622064515476275	5059	197041
-0.0014305115	34.86176609992981	39	189.2962962962963	32.040269586435564	200.0	78.0	189.2962962962963	32.040269586435564	5111	202152
-0.013263702	35.661182165145874	40	182.42857142857142	34.60019464378423	200.0	51.0	182.42857142857142	34.60019464378423	5108	207260
0.02727127	36.48008990287781	41	185.85185185185185	29.284939504049348	200.0	91.0	185.85185185185185	29.284939504049348	5018	212278
0.030220032	37.323641300201416	42	197.96153846153845	6.941961423284262	200.0	167.0	197.96153846153845	6.941961423284262	5147	217425
-0.0042381287	38.114514112472534	43	189.59259259259258	30.230300300219096	200.0	45.0	189.59259259259258	30.230300300219096	5119	222544
